Date,Open,High,Low,Close,Adj Close,Volume
2020-05-29,118.231361,119.627151,116.864243,119.407265,99.493851,8294675
2020-06-01,119.158699,120.219887,118.575523,119.397705,99.485863,3003798
2020-06-02,120.143402,120.458893,119.177818,120.458893,100.370110,3115093
2020-06-03,121.558319,123.900574,121.414917,123.374763,102.799690,4097914
2020-06-04,122.160614,123.279160,121.434036,123.221794,102.672226,4042581
2020-06-05,128.001907,128.326965,125.956024,126.252388,105.197403,6163764
2020-06-08,126.453156,129.904404,126.453156,129.780121,108.136833,5617543
2020-06-09,127.648186,127.724663,125.258125,126.070747,105.046066,5641706
2020-06-10,126.338432,126.414917,124.091782,124.158699,103.452904,4952601
2020-06-11,120.487572,120.554497,112.657745,112.820267,94.005341,12304726
2020-06-12,115.917786,117.705544,114.034416,116.548759,97.112053,6506434
2020-06-15,113.948372,116.988525,113.087952,116.300194,96.904930,5385959
2020-06-16,119.502869,121.892921,117.743790,119.646271,99.693001,5864608
2020-06-17,120.296364,120.697899,117.973228,118.690247,98.896408,3302013
2020-06-18,117.590820,118.929253,116.950287,118.699806,98.904366,2997208
2020-06-19,120.621414,121.242828,116.873802,117.084129,97.558136,8471554
2020-06-22,116.749519,117.112808,115.229446,115.745697,96.442932,4993081
2020-06-23,116.644356,117.495216,113.986618,114.158699,95.120567,6937700
2020-06-24,113.116638,113.116638,110.783936,111.300194,92.738792,7061546
2020-06-25,111.625237,113.967499,110.994263,113.795410,94.817871,6412608
2020-06-26,113.059273,113.757172,111.147224,112.036331,93.352158,11244605
2020-06-29,112.791588,114.512428,112.208412,114.483749,95.391418,4350837
2020-06-30,113.948372,115.869980,113.766731,115.458893,96.203949,4099797
2020-07-01,114.980881,115.898659,113.164436,113.326958,94.427536,4869967
2020-07-02,114.426384,116.080307,114.015297,114.435944,95.351593,3919362
2020-07-06,115.917786,116.491394,114.206497,114.904396,95.741920,4231488
2020-07-07,113.766731,114.254303,112.170174,112.409180,93.662834,4474893
2020-07-08,112.868073,113.422562,111.357552,112.533463,93.766373,5431669
2020-07-09,112.810707,112.810707,110.133842,110.621414,92.173203,4982098
2020-07-10,110.420647,113.355644,110.219887,113.145317,94.276199,4482842
2020-07-13,114.512428,115.669212,113.441681,113.957932,94.953300,4864632
2020-07-14,113.403442,115.573616,112.734222,115.296364,96.068520,4742982
2020-07-15,117.017204,118.508606,116.778206,117.590820,97.980324,4679176
2020-07-16,117.284897,119.005737,116.787766,118.556404,98.784882,4530121
2020-07-17,118.919693,120.105164,117.782028,119.608032,99.661118,4167892
2020-07-20,120.525810,121.481834,119.636711,120.812622,100.664848,10384374
2020-07-21,125.391968,126.357552,120.267685,120.516251,100.417892,16063004
2020-07-22,120.363289,123.776291,120.267685,123.011475,102.496986,8572388
2020-07-23,123.422562,123.680687,121.558319,121.730400,101.429558,4414225
2020-07-24,120.917786,122.036331,119.980881,120.258125,100.202812,3693531
2020-07-27,119.369026,120.764816,119.225624,120.659653,100.537384,3905136
2020-07-28,120.286804,120.783936,118.690247,118.996178,99.151314,4370397
2020-07-29,119.082214,120.449333,118.613770,119.808792,99.828423,2963109
2020-07-30,118.269600,118.451241,116.290634,117.495216,97.900673,4171553
2020-07-31,117.313576,117.581261,115.764816,117.533463,97.932533,5519847
2020-08-03,118.068832,118.938812,116.778206,118.843208,99.023865,3688301
2020-08-04,118.374763,120.325050,118.374763,120.305923,100.242630,3625541
2020-08-05,121.156792,121.175911,119.130020,119.933075,99.931969,3786102
2020-08-06,119.502869,120.707458,119.502869,120.573616,100.465691,3574287
2020-08-07,118.068832,119.569794,117.791588,119.464630,100.844978,3818946
2020-08-10,119.904396,121.644356,119.674950,121.520073,102.580070,4150842
2020-08-11,123.097511,124.732315,121.042068,121.175911,102.289551,5231255
2020-08-12,121.998085,122.170174,120.344170,121.128105,102.249191,3692066
2020-08-13,120.420647,120.831741,119.282982,119.531548,100.901474,3317180
2020-08-14,118.738052,120.038239,118.460800,119.760994,101.095169,3099716
2020-08-17,119.741875,120.066925,118.938812,118.967499,100.425346,3514665
2020-08-18,119.502869,119.980881,118.776291,119.426384,100.812698,3014990
2020-08-19,119.340347,119.980881,118.068832,118.393883,99.941124,3916119
2020-08-20,117.782028,118.585083,117.409180,117.734222,99.384270,2679015
2020-08-21,117.600380,118.049713,116.931168,117.743790,99.392372,3540815
2020-08-24,118.346077,120.516251,117.934990,120.152962,101.426041,4258057
2020-08-25,120.458893,121.242828,119.015297,119.158699,100.586746,3114674
2020-08-26,119.455070,119.617592,118.499046,118.709366,100.207413,3544162
2020-08-27,119.120461,119.598473,118.527725,119.168259,100.594803,3580144
2020-08-28,119.464630,119.789673,118.757172,119.569794,100.933762,3242182
2020-08-31,119.741875,119.741875,117.619499,117.887192,99.513397,5049983
2020-09-01,117.447418,118.499046,116.778206,117.973228,99.586029,3300444
2020-09-02,118.279160,123.040154,118.145317,122.543022,103.443588,6895650
2020-09-03,122.552582,124.235184,118.212234,118.977058,100.433403,5979773
2020-09-04,118.881454,119.837479,115.908218,116.921608,98.698318,6295037
2020-09-08,116.787766,117.466537,115.401527,115.879539,97.818665,5449974
2020-09-09,116.759079,118.260040,115.956024,116.883362,98.666031,3944152
2020-09-10,117.141495,118.145317,114.952202,115.258125,97.294106,4161406
2020-09-11,116.051628,117.304016,115.420647,116.118546,98.020416,3711313
2020-09-14,116.978966,117.954109,116.405357,116.720840,98.528839,3809009
2020-09-15,117.418739,117.973228,116.864243,117.055450,98.811302,3049299
2020-09-16,117.313576,120.286804,117.313576,118.757172,100.247810,3962666
2020-09-17,117.227531,120.028679,116.606117,119.426384,100.812698,3317180
2020-09-18,118.795410,119.426384,117.256210,117.361374,99.069542,5639614
2020-09-21,115.181641,115.391968,113.365204,114.961761,97.043938,5555724
2020-09-22,115.038239,116.108986,114.273422,115.210327,97.253754,3093859
2020-09-23,115.487572,116.242828,113.221794,113.604210,95.897972,4120612
2020-09-24,112.906311,114.263863,111.357552,112.896751,95.300781,3709325
2020-09-25,112.428299,114.158699,111.797325,113.718925,95.994797,3089570
2020-09-28,115.267685,116.950287,115.114723,116.376671,98.238312,3670623
2020-09-29,116.070747,116.816444,114.923515,115.621414,97.600761,2203504
2020-09-30,116.042068,117.504784,115.487572,116.319313,98.189888,3411111
2020-10-01,116.978966,117.877632,115.066925,115.764816,97.721825,3359438
2020-10-02,113.804970,116.395790,113.594643,115.267685,97.302170,3059759
2020-10-05,116.481834,117.351814,115.726578,116.644356,98.464256,3190823
2020-10-06,117.189293,119.340347,116.242828,116.606117,98.432007,4050426
2020-10-07,117.275337,118.919693,116.940727,118.613770,100.126740,2944908
2020-10-08,125.105164,129.541107,124.063095,125.707458,106.114815,26452189
2020-10-09,126.195030,126.195030,121.988525,122.170174,103.128845,8737970
2020-10-12,122.437859,122.609940,120.879539,121.615677,102.660767,4848315
2020-10-13,121.003822,121.558319,118.986618,119.598473,100.957970,5654781
2020-10-14,119.627151,121.357552,119.627151,120.401527,101.635857,3899593
2020-10-15,118.623329,119.713196,118.403442,119.397705,100.788483,3541024
2020-10-16,119.665390,120.869980,119.177818,120.391968,101.627785,4927078
2020-10-19,121.223709,121.749519,119.579353,120.000000,101.296913,7822720
2020-10-20,114.531548,114.866158,111.701721,112.208412,94.719719,22490151
2020-10-21,111.529640,112.514343,109.741875,110.000000,92.855507,10204044
2020-10-22,109.942642,110.956024,108.011475,110.669212,93.420410,8217167
2020-10-23,111.376671,111.491394,110.449333,110.898659,93.614098,4072496
2020-10-26,109.416824,109.847038,106.921608,107.284897,90.563576,7534756
2020-10-27,107.217972,107.284897,105.191208,105.697899,89.223915,6209161
2020-10-28,103.881454,104.904396,101.261948,101.959846,86.068481,9860956
2020-10-29,102.533463,104.818359,101.864243,104.120461,87.892349,7071169
2020-10-30,103.154877,106.883362,103.011475,106.749519,90.111633,8285889
2020-11-02,107.695984,108.824089,107.313576,107.944550,91.120415,5555829
2020-11-03,108.986618,110.564056,108.632889,109.139580,92.129196,4397698
2020-11-04,107.390060,108.900574,106.271507,106.978966,90.305328,6066905
2020-11-05,108.317398,110.219887,108.040154,109.722755,92.621468,5127701
2020-11-06,110.019119,110.038239,108.403442,109.024857,92.032349,5490663
2020-11-09,112.695984,114.474190,110.200768,110.449333,94.586754,9405841
2020-11-10,111.558319,112.973228,111.137665,112.724663,96.535301,5881449
2020-11-11,112.925430,113.145317,111.108986,112.045891,95.954018,4486922
2020-11-12,110.544930,111.252388,108.489487,109.464630,93.743477,6797117
2020-11-13,110.124283,112.208412,109.952202,111.711281,95.667458,4898000
2020-11-16,113.097511,113.336517,111.969406,113.154877,96.903725,5536896
2020-11-17,112.428299,113.326958,111.921608,112.523903,96.363373,4324687
2020-11-18,112.543022,113.652008,111.615677,111.634796,95.601974,4818713
2020-11-19,111.414917,112.284897,110.793503,112.026772,95.937645,3597822
2020-11-20,112.428299,112.848946,111.558319,111.797325,95.741150,5255418
2020-11-23,112.265778,115.219887,112.112808,114.808792,98.320114,5910318
2020-11-24,115.544930,119.244743,115.497131,118.948372,101.865181,8109115
2020-11-25,117.523903,118.862335,116.739960,118.738052,101.685074,4326151
2020-11-27,118.738052,119.799232,118.460800,118.881454,101.807884,2187395
2020-11-30,118.642448,119.502869,117.676865,118.087952,101.128326,6263448
2020-12-01,118.451241,120.296364,117.667305,117.743790,100.833611,5553319
2020-12-02,117.447418,119.158699,117.026772,119.139580,102.028923,3860472
2020-12-03,118.699806,119.369026,117.868073,118.173996,101.202011,4757417
2020-12-04,118.518166,121.778206,118.202675,121.606117,104.141235,5776849
2020-12-07,120.927345,121.386230,119.091782,119.216064,102.094421,8701151
2020-12-08,119.808792,120.774376,119.158699,120.181641,102.921333,5643170
2020-12-09,120.267685,122.074570,120.172081,121.214149,103.805550,6813121
2020-12-10,120.793503,121.347992,119.445503,119.464630,102.307289,5024147
2020-12-11,118.623329,119.990440,118.173996,118.804970,101.742386,4687544
2020-12-14,119.808792,120.688339,118.040154,118.097511,101.136513,5282300
2020-12-15,118.919693,120.391968,118.011475,120.391968,103.101440,4556585
2020-12-16,120.391968,121.003822,119.780113,120.028679,102.790344,4738485
2020-12-17,120.535370,120.544930,119.416824,120.028679,102.790344,3962248
2020-12-18,120.066925,120.841301,119.474190,120.315491,103.035957,7900229
2020-12-21,118.518166,118.718925,116.367111,117.963669,101.021896,6397022
2020-12-22,117.887192,118.757172,117.026772,118.173996,101.202011,4535561
2020-12-23,118.432121,119.703636,118.298279,118.451241,101.439438,2817819
2020-12-24,119.502869,119.598473,118.747612,119.206497,102.086227,1842111
2020-12-28,119.598473,121.032501,118.986618,119.330788,102.192680,3781499
2020-12-29,119.837479,119.961761,117.820267,118.355644,101.357582,3647402
2020-12-30,118.355644,119.359467,118.193115,118.871895,101.799675,3535794
2020-12-31,118.757172,120.487572,118.537285,120.344170,103.060509,3738822
2021-01-04,120.315491,120.382408,117.629066,118.489487,101.472198,5417443
2021-01-05,119.512428,121.108986,119.130020,120.592735,103.273392,6395872
2021-01-06,121.319313,126.080307,121.147224,123.604210,105.852356,8322708
2021-01-07,124.321220,124.722755,122.619499,123.317398,105.606728,4714740
2021-01-08,122.915871,123.632889,121.395790,122.877632,105.230118,4891305
2021-01-11,122.323135,123.977058,122.045891,122.925430,105.271057,5859587
2021-01-12,123.413002,124.139580,122.313576,123.527725,105.786858,3921663
2021-01-13,123.470360,124.043976,120.898659,121.338432,103.911987,8030874
2021-01-14,122.390060,124.435944,121.940727,123.298279,105.590363,7848347
2021-01-15,122.638626,123.556404,122.055450,122.743790,105.115517,5131153
2021-01-19,123.594643,123.891014,122.456978,123.346077,105.631310,5646308
2021-01-20,123.996178,125.296364,122.906311,124.359467,106.499138,5856240
2021-01-21,124.397705,126.424477,124.330788,125.860420,107.784538,13116003
2021-01-22,115.391968,115.391968,112.198853,113.393883,97.108414,39814421
2021-01-25,113.537285,114.282982,112.284897,113.365204,97.083862,14315974
2021-01-26,113.938812,117.198853,113.212234,117.103249,100.285042,11186656
2021-01-27,116.711281,119.302101,116.271507,117.084129,100.268661,12705239
2021-01-28,117.399620,117.782028,114.789673,114.799232,98.311928,8455969
2021-01-29,114.933075,115.965584,113.671127,113.871895,97.517784,12369473
2021-02-01,114.627151,115.630974,113.508606,115.239006,98.688545,6538023
2021-02-02,114.110901,115.678780,114.034416,114.187378,97.787941,6633627
2021-02-03,113.804970,114.531548,112.925430,113.881454,97.525963,7024308
2021-02-04,114.636711,115.774376,113.642448,115.697899,99.081528,4771957
2021-02-05,115.678780,116.453156,115.219887,116.434036,99.711952,4775722
2021-02-08,117.227531,118.527725,117.017204,118.173996,101.202011,6158848
2021-02-09,116.539200,117.208412,115.726578,116.730400,101.301567,4933982
2021-02-10,117.619499,117.982796,115.879539,116.864243,101.417725,5090673
2021-02-11,116.634796,116.835564,115.325050,115.592735,100.314285,5629154
2021-02-12,115.678780,116.022942,114.808792,115.487572,100.223015,4049275
2021-02-16,114.866158,115.296364,114.110901,114.789673,99.617348,6945231
2021-02-17,114.024857,115.258125,113.785851,114.694077,99.534401,4141219
2021-02-18,115.200768,115.621414,114.435944,115.420647,100.164932,5646413
2021-02-19,115.439774,115.449333,113.173996,113.757172,98.721336,6881320
2021-02-22,113.288719,115.803062,113.231361,115.544930,100.272804,6149643
2021-02-23,115.602295,116.013382,114.531548,115.401527,100.148346,4739740
2021-02-24,115.487572,118.059273,115.219887,117.791588,102.222504,6087720
2021-02-25,117.944550,118.881454,116.959846,117.084129,101.608536,5953623
2021-02-26,116.873802,116.873802,113.652008,113.699806,98.671555,9467346
2021-03-01,115.057358,116.940727,114.588913,115.430206,100.173241,5977367
2021-03-02,115.430206,116.539200,114.971321,115.038239,99.833076,4732418
2021-03-03,115.200768,117.237091,114.703636,116.978966,101.517281,7744898
2021-03-04,116.634796,117.801147,113.537285,114.827919,99.650551,8439651
2021-03-05,115.334610,118.307838,114.961761,117.428299,101.907234,7268968
2021-03-08,117.581261,121.271507,117.476097,119.321220,103.549957,7572203
2021-03-09,119.885277,120.869980,118.699806,118.718925,103.027267,5867014
2021-03-10,119.550667,122.600380,119.130020,122.246651,106.088699,7581199
2021-03-11,122.456978,122.982796,121.204590,121.548759,105.483063,5383657
2021-03-12,121.596558,122.065010,121.042068,121.998085,105.872993,4194565
2021-03-15,122.151054,123.087952,121.931168,122.925430,106.677773,3577948
2021-03-16,122.638626,122.868073,121.739960,122.600380,106.395691,4867247
2021-03-17,122.810707,123.795410,121.883362,123.355644,107.051125,4488804
2021-03-18,123.269600,125.239006,122.170174,124.340347,107.905670,6104142
2021-03-19,124.302101,124.703636,122.877632,123.231361,106.943275,10297870
2021-03-22,122.848946,124.971321,122.265778,124.808792,108.312202,4356485
2021-03-23,124.703636,125.774376,124.091782,124.722755,108.237534,4556794
2021-03-24,125.191208,126.300194,124.827919,124.875717,108.370285,4189230
2021-03-25,124.598473,127.380501,124.063095,127.217972,110.402954,5809484
2021-03-26,127.428299,130.478012,127.265778,130.382416,113.149124,5823710
2021-03-29,130.000000,131.042068,129.550674,129.885284,112.717720,4835344
2021-03-30,129.885284,130.277252,128.126190,128.795410,111.771889,5010758
2021-03-31,128.623322,128.785858,126.873802,127.399620,110.560593,5172575
2021-04-01,127.877632,128.040146,126.453156,127.370934,110.535706,4261404
2021-04-05,127.762909,130.678772,127.533463,129.952194,112.775787,5722980
2021-04-06,129.617584,129.674957,128.193115,128.317398,111.357048,3787566
2021-04-07,127.954109,129.005737,127.896751,128.996170,111.946114,3112896
2021-04-08,128.652008,129.665390,128.260040,129.177826,112.103752,4275211
2021-04-09,128.938812,129.770554,128.785858,129.761002,112.609848,3162999
2021-04-12,129.082214,129.416824,127.963669,128.671127,111.664040,3926684
2021-04-13,127.151054,127.743790,124.646271,125.411087,108.834892,8403041
2021-04-14,125.535370,126.940727,124.780113,126.797325,110.037903,6137928
2021-04-15,127.418739,127.982796,126.405357,126.749519,109.996407,4062664
2021-04-16,127.151054,128.202682,127.103249,127.715103,110.834373,5535223
2021-04-19,127.724663,127.934990,126.749519,127.265778,110.444450,8575736
2021-04-20,131.042068,133.623322,130.688339,132.084137,114.625916,16192708
2021-04-21,131.988525,137.409180,131.653915,137.237091,119.097778,12456814
2021-04-22,137.380493,138.374756,134.799240,135.066925,117.214462,7428064
2021-04-23,135.095596,137.294449,134.751434,136.166351,118.168587,4765576
2021-04-26,136.156784,137.313583,135.258133,135.344162,117.455063,4927497
2021-04-27,135.458893,136.290634,134.560226,135.764816,117.820122,4062664
2021-04-28,136.634796,137.093689,135.850861,136.711288,118.641479,3941433
2021-04-29,137.791580,142.198853,136.692154,137.896744,119.670258,4554179
2021-04-30,137.380493,137.504776,134.369019,135.640533,117.712257,9280321
2021-05-03,137.485657,139.340347,137.237091,138.384323,120.093391,5997241
2021-05-04,138.059280,140.143402,137.982788,139.340347,120.923027,6642623
2021-05-05,139.521988,139.521988,138.594650,138.833649,120.483337,5229895
2021-05-06,138.871887,141.978973,138.795410,141.892929,123.138237,7848661
2021-05-07,139.502869,139.713196,138.212234,139.063095,122.030861,7325661
2021-05-10,139.388138,141.854691,139.388138,139.741867,122.626480,7304636
2021-05-11,138.613770,138.804977,136.615677,137.877625,120.990593,7454214
2021-05-12,137.514343,137.810699,134.933075,135.086044,118.540916,6233742
2021-05-13,135.229446,138.527725,135.066925,137.829834,120.948631,4807207
2021-05-14,138.728485,139.282990,137.629059,138.317398,121.376495,2873780
2021-05-17,138.087952,139.388138,137.982788,138.728485,121.737221,4471755
2021-05-18,138.412994,138.910141,136.931168,137.581268,120.730522,4000009
2021-05-19,136.061188,136.902481,134.722748,136.892929,120.126495,4498532
2021-05-20,136.826004,138.537292,135.908218,137.552582,120.705338,4301675
2021-05-21,137.934998,139.292542,137.934998,138.374756,121.426826,4219041
2021-05-24,138.680695,138.996170,137.839386,138.355637,121.410027,3449290
2021-05-25,138.546844,138.623322,136.902481,137.466537,120.629852,4118311
2021-05-26,137.189301,137.657745,136.749527,137.074570,120.285881,3225655
2021-05-27,137.495224,138.403442,137.313583,137.495224,120.655022,5889294
2021-05-28,137.868073,137.982788,137.179733,137.418732,120.587891,2651192
2021-06-01,138.623322,139.416824,137.428299,137.848953,120.965416,2528705
2021-06-02,138.260040,139.340347,137.772461,139.311661,122.248993,2915097
2021-06-03,138.537292,139.464630,137.705551,139.149139,122.106354,4320608
2021-06-04,139.579346,141.061188,139.349899,140.936905,123.675163,3261323
2021-06-07,141.061188,142.198853,140.697891,141.510513,124.178520,3621984
2021-06-08,141.606125,143.594650,141.606125,142.514343,125.059418,5313785
2021-06-09,142.476105,144.426392,142.275330,144.043976,126.401695,5547252
2021-06-10,144.808792,146.118546,143.173996,143.919693,126.292618,4977391
2021-06-11,143.814529,145.172089,143.757172,144.627151,126.913422,3596462
2021-06-14,144.082214,144.388138,142.122375,143.432129,125.864769,3498661
2021-06-15,143.260040,143.317398,142.065002,142.791580,125.302704,2628912
2021-06-16,143.173996,143.173996,140.745697,141.328873,124.019119,4057329
2021-06-17,141.061188,141.548752,138.891006,139.196945,122.148315,4568300
2021-06-18,138.126190,138.317398,136.749527,136.826004,120.067764,9577699
2021-06-21,137.772461,140.602295,137.724670,140.200760,123.029190,4482633
2021-06-22,140.076477,140.353729,138.957932,139.923523,122.785919,2549102
2021-06-23,139.990433,140.057358,138.212234,138.250473,121.317757,3349920
2021-06-24,139.388138,139.761002,138.326965,139.043976,122.014091,3775746
2021-06-25,138.986618,140.468445,138.575531,140.382416,123.188614,3759533
2021-06-28,140.544937,140.822174,138.537292,138.900574,121.888237,4067789
2021-06-29,138.871887,140.286804,138.718933,139.149139,122.106354,2540211
2021-06-30,138.747604,140.468445,138.346085,140.143402,122.978844,3394375
2021-07-01,140.497131,141.013382,140.124283,140.382416,123.188614,2809661
2021-07-02,140.449326,140.487579,133.326965,133.862335,117.467087,17584515
2021-07-06,133.833649,134.244736,131.070740,132.676865,116.426796,8466010
2021-07-07,132.657745,134.158707,132.657745,133.671127,117.299286,4246446
2021-07-08,131.720840,135.095596,131.606125,134.550674,118.071114,5739820
2021-07-09,135.229446,135.736145,134.646271,135.296371,118.725479,4083689
2021-07-12,135.210327,135.717010,133.957932,134.722748,118.222115,3496360
2021-07-13,134.722748,134.722748,133.489487,134.110901,117.685204,3309858
2021-07-14,134.531555,134.560226,132.820267,133.671127,117.299286,4606061
2021-07-15,133.193115,134.282990,132.695984,134.273422,117.827812,3807126
